OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis
OB_S10_A1000000_D50_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,133885,0,0,0,0,0,78472.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27113.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63094.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8825.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47108.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R150_PathoScope2,0,0,0,0,0,0,0,0,0,0,299995.5,0,0,0,0,0,112181.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29145,0,0,0,0,0,0,0,0,0,125285.5,0,0,0,0,0,0,0,0,0,0,0,107245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31796,0,0,220214,0,0,0,0,0,0,0,0,0,0,0,0,23922.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R150_Sigma,0,0,0,0,0,0,0,0,0,0,377531,0,0,0,0,0,106777.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36536.7,0,0,0,0,0,0,0,0,0,96954.918,0,0,0,0,0,0,0,0,0,0,0,81460.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23382.93,0,0,276378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R150_Taxator-tk,0,0,0,0,0,0,0,0,0,0,18596,0,0,0,0,0,92386.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20610,0,0,0,0,0,0,0,0,0,105115,0,0,0,0,0,0,0,0,0,0,0,76517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26277,0,0,175273,0,0,0,0,0,0,0,0,0,0,0,0,19463.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R300_Centrifuge,0,0,0,0,0,0,0,0,0,0,178030,0,0,0,0,0,111425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45654,0,0,0,0,0,0,0,0,0,66904,0,0,0,0,0,0,0,0,0,0,0,115948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29996.5,0,0,110340,0,0,0,0,0,0,0,0,0,0,0,0,14053,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R300_Constrains,0,0,0,0,0,0,0,0,0,0,136164,0,0,0,0,0,91865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30484.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69367.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9691.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53553,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R300_Kraken,0,0,0,0,0,0,0,0,0,0,298998,0,0,0,0,0,55862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26753,0,0,0,0,0,0,0,0,0,124052,0,0,0,0,0,0,0,0,0,0,0,64468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23787,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R300_MetaMix*,0,0,0,0,0,0,0,0,0,0,298813,0,0,0,0,0,112785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29190.5,0,0,0,0,0,0,0,0,0,125355,0,0,0,0,0,0,0,0,0,0,0,107660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31715.5,0,0,220397,0,0,0,0,0,0,0,0,0,0,0,0,23751.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R300_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,136164,0,0,0,0,0,91865.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30484.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69367.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9691.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53553,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R300_PathoScope2,0,0,0,0,0,0,0,0,0,0,298999.5,0,0,0,0,0,112791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29156.5,0,0,0,0,0,0,0,0,0,125318,0,0,0,0,0,0,0,0,0,0,0,107637.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31691,0,0,220384,0,0,0,0,0,0,0,0,0,0,0,0,23787,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R300_Sigma,0,0,0,0,0,0,0,0,0,0,411367,0,0,0,0,0,105092.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39895.2,0,0,0,0,0,0,0,0,0,61592.845,0,0,0,0,0,0,0,0,0,0,0,64176.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15274.9,0,0,302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R300_Taxator-tk,0,0,0,0,0,0,0,0,0,0,33247,0,0,0,0,0,100936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24671.5,0,0,0,0,0,0,0,0,0,113604,0,0,0,0,0,0,0,0,0,0,0,94174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29671,0,0,193760,0,0,0,0,0,0,0,0,0,0,0,0,21059.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R75_Centrifuge,0,0,0,0,0,0,0,0,0,0,158152,0,0,0,0,0,115332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43206,0,0,0,0,0,0,0,0,0,97123,0,0,0,0,0,0,0,0,0,0,0,117971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29674,0,0,111714,0,0,0,0,0,0,0,0,0,0,0,0,16010.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R75_Constrains,0,0,0,0,0,0,0,0,0,0,138005,0,0,0,0,0,76609.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27977.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8671.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46580.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R75_Kraken,0,0,0,0,0,0,0,0,0,0,298654,0,0,0,0,0,35993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20491,0,0,0,0,0,0,0,0,0,122471,0,0,0,0,0,0,0,0,0,0,0,36238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23554,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R75_MetaMix*,0,0,0,0,0,0,0,0,0,0,296850,0,0,0,0,0,112737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29123,0,0,0,0,0,0,0,0,0,124582,0,0,0,0,0,0,0,0,0,0,0,106704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31468,0,0,220294,0,0,0,0,0,0,0,0,0,0,0,0,23616,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R75_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,138005,0,0,0,0,0,76609.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27977.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8671.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46580.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R75_PathoScope2,0,0,0,0,0,0,0,0,0,0,298762.5,0,0,0,0,0,112841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29123,0,0,0,0,0,0,0,0,0,125918.5,0,0,0,0,0,0,0,0,0,0,0,106999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31653,0,0,220648.5,0,0,0,0,0,0,0,0,0,0,0,0,23667,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R75_Sigma,0,0,0,0,0,0,0,0,0,0,352420,0,0,0,0,0,109116.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34286.2,0,0,0,0,0,0,0,0,0,114320.208,0,0,0,0,0,0,0,0,0,0,0,98814.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28030.23,0,0,259564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A1000000_D50_R75_Taxator-tk,0,0,0,0,0,0,0,0,0,0,9699.5,0,0,0,0,0,75547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14631,0,0,0,0,0,0,0,0,0,82887.5,0,0,0,0,0,0,0,0,0,0,0,47713.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19706.5,0,0,135622,0,0,0,0,0,0,0,0,0,0,0,0,15107.5,0,0,0,0,0,0,0
OB_S10_A1000000_D50_Rall,0,0,0,0,0,0,0,0,0,0,191946,0,0,0,0,0,158710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32244,0,0,0,0,0,0,0,0,0,173847,0,0,0,0,0,0,0,0,0,0,0,158710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38011,0,0,161634,0,0,0,0,0,0,0,0,0,0,0,0,36015,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R1000_Centrifuge,0,0,0,0,0,0,0,0,0,0,4647374,0,0,0,0,0,210733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161139,0,0,0,0,0,0,0,0,0,79488,0,0,0,0,0,0,0,0,0,0,0,266024,0,199466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153976,0,0,461098,0,0,0,0,0,0,0,0,0,0,0,0,239354,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R1000_Constrains,0,0,0,0,0,0,0,0,0,0,5230056,0,0,0,0,0,316307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570565,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R1000_Kraken,0,0,0,0,0,0,0,0,0,0,7400162,0,0,0,0,0,105854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96497,0,0,0,0,0,0,0,0,0,148008,0,0,0,0,0,0,0,0,0,0,0,148706,0,398987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404707,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R1000_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570565,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R1000_PathoScope2,0,0,0,0,0,0,0,0,0,0,7400222,0,0,0,0,0,211974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104702,0,0,0,0,0,0,0,0,0,149473,0,0,0,0,0,0,0,0,0,0,0,245528,0,398979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163404,0,0,920889,0,0,0,0,0,0,0,0,0,0,0,0,404817,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R1000_Sigma,0,0,0,0,0,0,0,0,0,0,8473540,0,0,0,0,0,156950.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119298,0,0,0,0,0,0,0,0,0,42202.5,0,0,0,0,0,0,0,0,0,0,0,109215.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45851.6,0,0,1051500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R1000_Taxator-tk,0,0,0,0,0,0,0,0,0,0,1335037,0,0,0,0,0,196853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95053,0,0,0,0,0,0,0,0,0,138919,0,0,0,0,0,0,0,0,0,0,0,228417,0,10922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158844,0,0,840112,0,0,0,0,0,0,0,0,0,0,0,0,371202,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R150_Centrifuge,0,0,0,0,0,0,0,0,0,0,4104830,0,0,0,0,0,218344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165609,0,0,0,0,0,0,0,0,0,88615,0,0,0,0,0,0,0,0,0,0,0,271456,0,199949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158593,0,0,461431,0,0,0,0,0,0,0,0,0,0,0,0,251200,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R150_Constrains,0,0,0,0,0,0,0,0,0,0,5369250,0,0,0,0,0,236342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367167,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R150_Kraken,0,0,0,0,0,0,0,0,0,0,7401002,0,0,0,0,0,86532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89572,0,0,0,0,0,0,0,0,0,146622,0,0,0,0,0,0,0,0,0,0,0,119231,0,399898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403183,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,5369250,0,0,0,0,0,236342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367167,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R150_PathoScope2,0,0,0,0,0,0,0,0,0,0,7401123,0,0,0,0,0,212356.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105140,0,0,0,0,0,0,0,0,0,148674.5,0,0,0,0,0,0,0,0,0,0,0,245811.5,0,399895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163253,0,0,919944,0,0,0,0,0,0,0,0,0,0,0,0,403791,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R150_Sigma,0,0,0,0,0,0,0,0,0,0,8295662.13,0,0,0,0,0,179694.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117492,0,0,0,0,0,0,0,0,0,101647.6,0,0,0,0,0,0,0,0,0,0,0,166102.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107011.39,0,0,1028060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R150_Taxator-tk,0,0,0,0,0,0,0,0,0,0,458526,0,0,0,0,0,174556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74808,0,0,0,0,0,0,0,0,0,125026,0,0,0,0,0,0,0,0,0,0,0,174952,0,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135104,0,0,733554,0,0,0,0,0,0,0,0,0,0,0,0,328617,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R300_Centrifuge,0,0,0,0,0,0,0,0,0,0,4397154,0,0,0,0,0,208792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165300,0,0,0,0,0,0,0,0,0,79610,0,0,0,0,0,0,0,0,0,0,0,265203,0,199664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154728,0,0,461082,0,0,0,0,0,0,0,0,0,0,0,0,240146,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R300_Constrains,0,0,0,0,0,0,0,0,0,0,5274958,0,0,0,0,0,268366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444821,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R300_Kraken,0,0,0,0,0,0,0,0,0,0,7398633,0,0,0,0,0,104853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97005,0,0,0,0,0,0,0,0,0,147683,0,0,0,0,0,0,0,0,0,0,0,147856,0,399339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404931,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R300_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,5274958,0,0,0,0,0,268366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1444821,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R300_PathoScope2,0,0,0,0,0,0,0,0,0,0,7398679.5,0,0,0,0,0,211555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105550,0,0,0,0,0,0,0,0,0,149236,0,0,0,0,0,0,0,0,0,0,0,246235.5,0,399334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163621,0,0,920784,0,0,0,0,0,0,0,0,0,0,0,0,404995,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R300_Sigma,0,0,0,0,0,0,0,0,0,0,8423730,0,0,0,0,0,162719.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119543,0,0,0,0,0,0,0,0,0,60019.8,0,0,0,0,0,0,0,0,0,0,0,121600.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65183.46,0,0,1045410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R300_Taxator-tk,0,0,0,0,0,0,0,0,0,0,815472,0,0,0,0,0,188850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89681,0,0,0,0,0,0,0,0,0,135281,0,0,0,0,0,0,0,0,0,0,0,214684,0,6680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153597,0,0,809386,0,0,0,0,0,0,0,0,0,0,0,0,357958,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R75_Centrifuge,0,0,0,0,0,0,0,0,0,0,3920138,0,0,0,0,0,216765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155766,0,0,0,0,0,0,0,0,0,115608,0,0,0,0,0,0,0,0,0,0,0,272318,0,199780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153565,0,0,467036,0,0,0,0,0,0,0,0,0,0,0,0,273836,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R75_Constrains,0,0,0,0,0,0,0,0,0,0,5395584,0,0,0,0,0,221856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302798,0,0,0,0,0,0,0
OB_S10_A10000000_D1_R75_Kraken,0,0,0,0,0,0,0,0,0,0,7395963,0,0,0,0,0,67578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73937,0,0,0,0,0,0,0,0,0,145280,0,0,0,0,0,0,0,0,0,0,0,83591,0,399552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402161,0,0,0,0,0,0,0
